number.of.SNVs	B	recombination.rate	highly.differentiated.sites
0.0274917782466358	0.0178818159454408	0	-0.0157941497234775
0.0258652505451638	0.0177895897366874	0	-0.0134979055512215
0.0244365276127515	0.0135984484865982	0	-0.0139578483888389
0.0237869680275083	0.0178270120315892	0	-0.0129370165689961
0.0304807115982576	0.0169893884022641	0	-0.0170556000706386
0.0254202433747899	0.016287619253123	0.000635171804740438	-0.0127712020874562
0.0259328511412584	0.0173336757182259	0	-0.0128879320980916
0.0274566355693885	0.0170296224413846	0	-0.013568009323906
0.0308025541496045	0.0210068296217423	0	-0.015804540115907
0.0312927373441812	0.0184583282315761	0	-0.0173540554582536
0.0286724624713774	0.017064511671214	0	-0.0170429915745581
0.028357212405765	0.015587983408078	0	-0.0120937286731743
0.0236351880736917	0.0217785985991015	0	-0.0123082852471506
0.0312129648955215	0.0179538460289582	0.00360885571859697	-0.0195257577044412
0.0256329318234875	0.0187718839233067	0	-0.0166355136229967
0.0314554039094098	0.0204591087477308	0.000865250388984913	-0.0171727997979245
0.0315007860638603	0.0192711273256118	0	-0.0185464597848123
0.0279803776278405	0.0170313977760598	0.000697756545722309	-0.015165916224387
0.0262813788494482	0.0168523258631994	0	-0.0138659054374888
0.0259467578954882	0.018922889815706	0	-0.0127827725767105
0.0247400666460332	0.0181595855574143	0.000231765377526022	-0.0143974638273352
0.0266717836514803	0.0178281810934379	0	-0.0151862127942028
0.024615800348624	0.0200120225884394	0	-0.0149982553204918
0.0236154071273229	0.0131494946012996	0	-0.0103862955225892
0.031439969021539	0.0199327273364032	0	-0.0167249054294053
0.0238236951647842	0.0170570266574827	0	-0.0116622461890499
0.0266158744010638	0.0201204732610963	0	-0.0145161931761627
0.0234321175485892	0.0177770719937996	0	-0.0126482865294757
0.0269223163975817	0.0194533329077619	0	-0.0186868295631564
0.030436439028472	0.0233146670077522	0	-0.0211102513525996
0.0257286363280627	0.0197377720077847	0	-0.0146746705884554
0.0213652250582472	0.0162631607330047	0	-0.0111726880153469
0.0281095067797089	0.0168409690359932	0	-0.0140155280371006
0.0220964379627723	0.0146162657914859	0	-0.00805477244412256
0.0267931500673226	0.0162055941919969	0	-0.016493398650555
0.0264772232863191	0.0170852537604561	0	-0.0122485614155352
0.0262738996833262	0.0151515513765446	0	-0.0100614609719909
0.0283145139402451	0.0159827019498191	0	-0.0113794833147196
0.0251394787176423	0.0133461112103236	0	-0.00883720075028337
0.0318186631330868	0.0232362011745208	0.00113090125008075	-0.0226536637952855
0.0261925785518656	0.0177790812734015	0	-0.0119702960980317
0.0289062710544642	0.0197685295488436	0.00141309256878792	-0.014265469174379
0.0292449686527517	0.0173734382286135	0	-0.0141585133037666
0.0255799424576536	0.0183995406709845	0	-0.0142029353240657
0.0253574818387308	0.0172073909357973	0	-0.010584970344902
0.022845523004366	0.0187490684653432	0	-0.0116264803902657
0.0308048358012469	0.0151137148680233	0	-0.0117529877776605
0.0270522856881226	0.0192363397802466	0	-0.0136755801108501
0.0317960938509082	0.012539039707101	0	-0.0154427446169498
0.0257794861865869	0.0178169704448317	0	-0.0151249256589951
0.0217125058600765	0.0175302519436009	0	-0.00867334835780405
0.027197778649033	0.0184159498288135	0	-0.0144430806594077
0.0296458868162446	0.019063990156243	0.000357989553944406	-0.0182572503653433
0.0284472114393728	0.0170504849736728	0	-0.0120345997348817
0.0309826208205313	0.017002989654318	0.00139475235746946	-0.0163419342797171
0.0272003082161739	0.0154077099134856	0.000945790410753261	-0.0159318433280119
0.0268403109411763	0.0177912702430095	0.000475162232948741	-0.0156805153409124
0.0326058175960603	0.0186673090731018	0	-0.0199995228561448
0.02482282104134	0.0137543696546247	0	-0.0142844790479808
0.024990402239676	0.0194016634960139	0	-0.0139948994376557
0.0252697250979488	0.0204585271863214	0	-0.0181104095599555
0.0254740739134962	0.0146866792496957	0	-0.0130200406510584
0.027586585498692	0.0183531663892225	0	-0.0141670190237333
0.026741095512368	0.0146688822167436	0	-0.0101437917173418
0.0286046933261389	0.0189852971410693	0	-0.0145564746221185
0.028827791954666	0.0194650480425533	0.00120571851228895	-0.0144699008348559
0.0269476806065755	0.0180173593778976	0	-0.0135879829868623
0.0306721896929071	0.0197522579789745	0	-0.0182967948160383
0.0274354887382489	0.0165344521815181	0	-0.0168964747580172
0.0253991337742742	0.0184830696790152	0	-0.0138689831008008
0.0261736473841444	0.0186018520706353	0	-0.0129617335824472
0.0264851933514625	0.015391386785184	0	-0.0130969090126185
0.025611767854625	0.0171592172856312	0	-0.00979868360271156
0.0264349686667229	0.0196096508857668	0.00143215039615295	-0.0140972075502967
0.0255210287741304	0.0178758701756657	0	-0.0111990179910539
0.0256559213360799	0.0173880731691916	0	-0.0143927498649435
0.0243234383447332	0.0145053202963056	0	-0.0105182533953306
0.0253710627141169	0.0184333930827837	0.000450710744583103	-0.0139003679938721
0.0284956703251815	0.0193185394994766	0.000148178204582005	-0.0167598377979993
0.0274039219125945	0.0166562660930442	0	-0.0157340325643812
0.0268987688922059	0.020713317235767	0	-0.0148741505718574
0.0236520190054034	0.0190696459178765	0	-0.0159609861689258
0.0261642877589112	0.01996063070521	0.00113603450239545	-0.0150712343720656
0.0265007003036955	0.0180775823171098	0	-0.00842905825413386
0.0326718623337478	0.0178312305620507	0.000323467319432106	-0.0182911402709895
0.0274707358257959	0.0178597948033821	0	-0.0152889443142369
0.0295009583206852	0.015017652132913	0	-0.0161376354195749
0.0300601081896593	0.0202900185189671	0.000467973850841518	-0.018657336581332
0.025156036740366	0.019823583255695	0	-0.0133191390566112
0.0287922424636902	0.0184895630390829	0	-0.0152791314490803
0.0237329398573688	0.0150043957897764	0	-0.0138293513167761
